City,Location,Cuisine,Ratings,No. of Reviews
0,0,33,3.1,507
0,0,20,3.1,507
0,0,15,3.1,507
0,0,7,3.1,507
0,0,36,3.1,507
0,0,38,3.1,507
0,5,40,3.7,395
0,5,29,3.7,215
0,5,12,3.7,215
0,5,10,3.7,215
0,5,37,3.7,215
0,5,24,3.7,215
0,5,15,3.7,215
0,5,36,3.7,215
0,5,33,3.7,215
0,5,4,3.9,506
0,0,10,3.5,78
0,0,29,3.5,78
0,0,15,3.5,78
0,11,15,4,19
0,11,5,4,19
0,4,15,3.8,657
0,4,7,3.8,657
0,4,5,3.8,657
0,5,15,4.1,46
0,5,36,4.1,46
0,5,5,4.1,46
0,3,29,3.4,635
0,3,15,3.4,635
0,9,5,3.9,481
0,9,13,3.9,481
0,9,35,3.9,481
0,9,15,3.9,481
0,11,15,4,53
0,11,5,4,53
0,9,29,3.184418356,13
0,9,28,3.184418356,13
0,9,10,3.184418356,13
0,9,37,3.184418356,13
0,11,4,3.184418356,9
0,11,6,4,21
0,9,29,3.7,54
0,9,15,3.7,54
0,9,10,3.7,54
0,8,29,3.9,95
0,8,12,3.9,95
0,8,10,3.9,95
0,8,15,3.9,95
0,8,13,3.9,95
0,9,4,4.5,88
0,9,15,4.5,88
0,9,5,4.5,88
0,9,13,4.5,88
0,5,4,3.7,1003
0,5,13,3.7,1003
0,5,15,3.7,1003
0,9,33,4.1,74
0,9,7,4.1,74
0,9,15,4.1,74
0,9,5,4.1,74
0,11,15,4,25
0,11,40,4,25
0,11,10,4,25
0,9,29,3.184418356,15
0,4,29,3.2,170
0,5,5,3.2,46
0,5,12,3.2,46
0,5,15,3.2,46
0,5,33,3.2,46
0,5,7,3.2,46
0,5,13,3.2,46
0,1,15,3.5,359
0,1,7,3.5,359
0,1,33,3.5,359
0,1,36,3.5,359
0,1,10,3.5,359
0,1,5,3.5,359
0,10,4,3.6,703
0,10,15,3.6,703
0,0,29,3.7,82
0,0,15,3.7,82
0,5,26,3.8,560
0,5,40,3.8,560
0,5,15,3.8,560
0,5,10,3.8,560
0,5,29,3.7,92
0,5,16,3.7,92
0,5,0,3.7,92
0,9,29,4.4,411
0,9,28,4.4,411
0,9,15,4.4,411
0,9,10,4.4,411
0,5,4,4,10
0,5,13,4,10
0,5,19,4,10
0,4,26,4.3,82
0,4,19,4.3,82
0,4,13,4.3,82
0,0,4,3.9,30
0,0,13,3.9,30
0,9,19,4.4,567
0,9,13,4.4,567
0,3,29,3.8,351
0,3,10,3.8,351
0,3,12,3.8,351
0,3,15,3.8,351
0,3,37,3.8,351
0,3,5,3.8,351
0,3,38,3.8,351
0,6,29,3.7,351
0,6,10,3.7,351
0,6,6,3.7,351
0,6,33,3.7,351
0,6,28,3.7,351
0,11,29,3.8,4945
0,11,28,3.8,4945
0,11,6,3.8,4945
0,11,39,3.8,4945
0,11,5,3.8,4945
0,0,15,3.184418356,3
0,0,35,3.184418356,3
0,0,17,3.184418356,3
0,0,7,3.184418356,3
0,0,33,3.184418356,3
0,0,36,3.184418356,3
0,6,33,3.6,66
0,6,36,3.9,21
0,6,15,3.9,21
0,0,29,3.184418356,7
0,0,5,3.184418356,7
0,0,40,3.184418356,7
0,0,3,4.1,269
0,0,29,4.1,269
0,9,29,4.5,73
0,9,40,4.5,73
0,9,29,3.9,218
0,9,12,3.9,218
0,9,10,3.9,218
0,9,5,3.9,218
0,9,20,3.9,102
0,9,25,3.9,102
0,9,15,3.9,102
0,4,15,3.8,4066
0,4,7,3.8,4066
0,4,33,3.8,4066
0,4,20,3.8,4066
0,4,5,3.8,4066
0,5,19,4,2065
0,5,5,4,2065
0,5,13,4,2065
0,5,38,4,2065
0,4,29,3.5,24
0,4,5,3.5,24
0,9,15,3.184418356,11
0,9,7,3.184418356,11
0,9,33,3.3,175
0,9,10,3.3,175
0,9,15,3.3,175
0,9,29,3.3,175
0,9,5,3.3,175
0,9,33,4.3,763
0,9,15,4.3,763
0,9,5,4.3,763
0,9,2,3.5,41
0,0,29,3.4,1287
0,0,28,3.4,1287
0,0,34,3.4,1287
0,6,10,3.8,154
0,6,29,3.8,154
0,6,37,3.8,154
0,9,6,3.3,82
0,0,29,3.7,35
0,0,10,3.7,35
0,6,15,4,38
0,6,10,4,38
0,5,29,3.184418356,11
0,5,15,3.184418356,11
0,3,15,3.4,29
0,4,29,3.184418356,4
0,10,29,3.184418356,3
0,0,29,3.184418356,14
0,0,13,3.184418356,14
0,0,5,3.184418356,14
0,8,29,3.4,431
0,3,29,3.9,833
0,3,15,3.9,833
0,3,39,3.9,833
0,3,10,3.9,833
0,3,3,3.9,833
0,3,5,3.9,833
0,3,13,3.9,833
0,3,19,3.9,833
0,11,10,4,19
0,11,15,4,19
0,11,5,4,19
0,10,29,3.3,18
0,9,13,3.3,32
0,10,15,3.3,325
0,8,33,2.8,56
0,8,15,2.8,56
0,8,5,2.8,56
0,9,29,3.9,107
0,9,28,3.9,107
0,9,10,3.9,107
0,9,15,3.9,107
0,9,20,3.9,107
0,9,38,3.9,107
0,3,10,4,17
0,3,15,4,17
0,3,29,4,17
0,3,29,3.184418356,2
0,3,39,3.184418356,2
0,3,15,3.184418356,2
0,7,35,3.8,49
0,7,7,3.8,49
0,7,36,3.8,49
0,7,46,3.8,49
0,7,33,3.8,49
0,7,15,3.8,49
0,7,5,3.8,49
0,7,38,3.8,49
0,3,15,3.184418356,9
0,3,33,3.184418356,9
0,3,7,3.184418356,9
0,3,36,3.184418356,9
0,6,29,3.184418356,4
0,9,29,3.184418356,6
0,5,25,3.184418356,4
0,5,15,3.184418356,4
0,9,29,3.6,27
0,9,10,3.6,27
0,9,28,3.6,27
0,9,12,3.6,27
0,9,5,3.6,27
0,5,29,3.3,246
0,5,10,3.3,246
0,5,15,3.3,246
0,5,5,3.3,246
0,5,28,3.3,246
0,5,4,3.3,17
0,5,13,3.3,17
0,3,7,3.2,81
0,3,15,3.2,81
0,3,20,3.2,81
0,3,5,3.2,81
0,7,29,3.7,109
0,7,28,3.7,109
0,7,12,3.7,109
0,7,10,3.7,109
0,7,13,3.7,109
0,9,29,3.184418356,8
0,9,10,3.184418356,8
0,9,12,3.184418356,8
0,9,5,3.9,1114
0,9,22,3.9,1114
0,11,29,3.1,16
0,0,10,4,17
0,0,15,4,17
0,9,29,3.6,41
0,11,29,3.184418356,9
0,0,29,3.184418356,11
0,1,15,3.184418356,7
0,1,40,3.184418356,7
0,0,35,3.184418356,11
0,0,15,3.184418356,11
0,0,5,3.184418356,11
0,5,33,3.184418356,3
0,5,36,3.184418356,3
0,5,7,3.184418356,3
0,5,32,3.184418356,3
0,5,46,3.184418356,3
0,5,15,3.184418356,3
0,5,5,3.184418356,3
0,0,4,3.184418356,5
0,0,13,3.184418356,5
0,0,15,3.184418356,5
0,6,29,3,39
0,6,38,3,39
0,0,5,4.4,388
0,0,13,4.4,388
0,0,19,4.4,388
0,11,19,3.4,408
0,11,13,3.4,408
0,11,5,3.4,408
0,5,29,4.3,69
0,5,12,4.3,69
0,5,20,4.3,69
0,5,15,4.3,69
0,9,29,3.9,3670
0,9,6,3.9,3670
0,9,39,3.9,3670
0,9,10,3.9,3670
0,9,12,3.9,3670
0,9,35,3.9,3670
0,9,17,3.9,3670
0,9,33,3.9,3670
0,9,29,3.5,84
0,9,10,3.5,84
0,9,43,3.5,84
0,9,13,3.5,84
0,9,35,3.5,84
0,9,40,3.5,84
0,9,5,3.5,84
0,9,36,3.5,84
0,5,29,4.2,3807
0,5,10,4.2,3807
0,5,37,4.2,3807
0,5,23,4.2,3807
0,5,28,4.2,3807
0,0,26,3.184418356,5
0,0,40,3.184418356,5
0,8,29,3.6,38
0,8,10,3.6,38
0,8,28,3.6,38
0,5,33,3.184418356,9
0,5,32,3.184418356,9
0,5,5,3.184418356,9
0,5,38,3.184418356,9
0,9,15,4,23
0,9,33,4,23
0,5,29,3.184418356,2
0,5,6,3.184418356,2
0,5,5,3.184418356,2
0,5,38,3.184418356,2
0,1,29,3.184418356,1
0,1,15,3.184418356,1
0,1,10,3.184418356,1
0,11,40,3.184418356,5
0,11,10,3.184418356,5
0,11,29,3.184418356,5
0,4,15,3.184418356,4
0,11,29,3.184418356,8
0,11,15,3.184418356,8
0,11,28,3.184418356,8
0,4,29,3.2,42
0,4,15,3.2,42
0,4,5,3.2,42
0,4,38,3.2,42
0,11,29,3.184418356,26
0,11,10,3.184418356,26
0,11,28,3.184418356,26
0,11,15,3.184418356,26
0,11,6,3.184418356,26
0,11,36,3.184418356,26
0,9,32,3.184418356,3
0,9,15,3.184418356,3
0,9,10,3.184418356,3
0,9,5,3.184418356,3
0,1,4,3.6,32
0,0,29,3,32
0,11,33,3.9,45
0,11,32,3.9,45
0,11,31,3.9,45
0,11,7,3.9,45
0,0,29,4.3,42
0,1,29,3.184418356,3
0,4,5,3.184418356,7
0,4,15,3.184418356,7
0,11,15,3.184418356,1
0,11,29,3.184418356,1
0,7,29,3.184418356,0
0,0,4,3.184418356,9
0,0,13,3.184418356,9
0,0,36,3.184418356,9
0,0,34,3.184418356,9
0,0,33,3.184418356,9
0,0,10,3.184418356,9
0,0,15,3.184418356,9
0,0,5,3.184418356,9
0,0,29,3.184418356,10
0,0,40,3.184418356,10
0,0,5,3.184418356,10
0,0,42,3.184418356,10
0,0,7,3.184418356,10
0,0,13,3.184418356,10
0,9,26,3.184418356,9
0,9,40,3.184418356,9
0,11,29,3.184418356,2
0,11,10,3.184418356,2
0,11,37,3.184418356,2
0,11,34,3.184418356,1
0,11,15,3.184418356,11
0,7,40,3.184418356,9
0,7,0,3.184418356,9
0,9,10,3.184418356,5
0,6,29,3.6,24
0,6,10,3.6,24
0,1,29,3.184418356,7
0,1,10,3.184418356,7
0,1,28,3.184418356,7
0,1,15,3.184418356,7
0,1,38,3.184418356,7
0,1,15,3.184418356,12
0,1,7,3.184418356,12
0,1,10,3.184418356,12
0,7,29,3.184418356,12
0,7,6,3.184418356,12
0,7,10,3.184418356,12
0,7,15,3.184418356,12
0,7,38,3.184418356,12
0,9,29,3,161
0,9,10,3,161
0,9,39,3,161
0,9,15,3,161
0,0,29,4.2,319
0,5,4,4.7,82
0,5,15,4.7,82
0,9,29,4,32
0,9,10,4,32
0,9,37,4,32
0,1,7,2.9,23
0,1,36,2.9,23
0,1,34,2.9,23
0,1,15,2.9,23
0,9,2,3.184418356,5
0,9,14,3.184418356,5
0,9,29,3.184418356,5
0,9,33,3.184418356,5
0,9,15,3.184418356,5
0,7,5,3.3,154
0,5,29,3.7,30
0,5,33,3.7,30
0,5,0,3.7,30
0,5,10,3.7,30
0,5,32,3.7,30
0,9,22,3.184418356,3
0,9,5,3.184418356,3
0,11,15,3.7,54
0,11,20,3.7,54
0,11,17,3.7,54
0,11,13,3.7,54
0,11,5,3.7,54
0,6,29,3.184418356,2
0,6,15,3.184418356,2
0,0,15,3.184418356,7
0,0,17,3.184418356,7
0,0,5,3.184418356,7
0,0,7,3.184418356,7
0,0,36,3.184418356,7
0,0,33,3.184418356,7
0,0,46,3.184418356,7
0,6,40,3.184418356,1
0,6,4,3.184418356,3
0,6,13,3.184418356,3
0,6,29,3.184418356,3
0,6,15,3.184418356,3
0,9,15,3.184418356,9
0,9,5,3.184418356,9
0,4,26,3.9,49
0,4,40,3.9,49
0,9,29,4,24
0,9,15,4,24
0,9,10,4,24
0,11,7,4,17
0,11,33,4,17
0,11,15,4,17
0,11,29,4,17
0,6,15,3,24
0,6,5,3,24
0,6,19,3,24
0,6,13,3,24
0,6,38,3,24
0,9,15,3.184418356,1
0,9,10,3.184418356,1
0,9,5,3.184418356,1
0,0,5,3.184418356,7
0,0,15,3.184418356,7
0,9,29,3.184418356,2
0,9,28,3.184418356,2
0,9,7,3.184418356,2
0,9,23,3.184418356,2
0,7,33,4,35
0,7,15,4,35
0,7,5,4,35
0,1,33,3.184418356,8
0,1,15,3.184418356,8
0,1,29,3.184418356,31
0,1,28,3.184418356,31
0,0,29,3.184418356,7
0,0,10,3.184418356,7
0,0,36,3.184418356,7
0,0,15,3.184418356,7
0,0,13,3.184418356,7
0,0,29,3.184418356,11
0,0,7,3.184418356,11
0,11,25,2.7,24
0,11,15,2.7,24
0,11,5,2.7,24
0,4,10,3.184418356,1
0,0,15,3.184418356,6
0,0,40,3.184418356,6
0,0,10,3.184418356,6
0,11,29,3.184418356,8
0,11,10,3.184418356,8
0,11,15,3.184418356,8
0,11,5,3.184418356,8
0,5,29,3.184418356,0
0,5,10,3.184418356,0
0,5,15,3.184418356,0
0,3,15,3.184418356,1
0,3,39,3.184418356,1
0,9,15,3.184418356,0
0,9,7,3.184418356,0
0,9,15,3.184418356,0
0,9,13,3.184418356,0
0,9,36,3.184418356,0
0,5,6,3.184418356,1
0,0,15,3.184418356,7
0,0,33,3.184418356,7
0,0,5,3.184418356,7
0,9,40,3.184418356,1
0,9,9,3.184418356,10
0,9,17,3.184418356,10
0,9,15,3.184418356,10
0,9,46,3.184418356,10
0,9,36,3.184418356,10
0,9,5,3.184418356,10
0,0,29,3.184418356,1
0,9,29,3.184418356,1
0,0,39,3.184418356,0
0,3,29,3.184418356,0
0,3,15,3.184418356,0
0,3,10,3.184418356,0
0,3,34,3.184418356,0
0,3,5,3.184418356,0
0,7,29,3.184418356,0
0,7,15,3.184418356,0
0,7,5,3.184418356,0
0,5,20,3.184418356,0
0,5,36,3.184418356,0
0,5,7,3.184418356,0
0,5,10,3.184418356,0
0,5,40,3.184418356,0
0,5,5,3.184418356,0
0,7,15,3.184418356,1
0,7,7,3.184418356,1
0,5,29,3.184418356,7
0,5,10,3.184418356,7
0,5,15,3.184418356,7
0,5,13,3.184418356,7
0,7,4,3.184418356,0
0,7,5,3.184418356,0
0,6,33,3.184418356,8
0,9,29,3.184418356,0
0,9,40,3.184418356,0
0,0,29,3.184418356,0
0,1,15,3.184418356,3
0,1,10,3.184418356,3
0,2,29,3.184418356,0
0,0,15,3.184418356,2
0,0,36,3.184418356,2
0,7,15,3.184418356,2
0,7,34,3.184418356,2
0,5,29,3.184418356,0
0,5,23,3.184418356,0
0,5,10,3.184418356,0
0,5,15,3.184418356,0
0,5,28,3.184418356,0
0,4,15,3.5,60
0,4,10,3.5,60
0,4,38,3.5,60
0,11,29,3.184418356,15
0,11,28,3.184418356,15
0,0,15,3.4,30
0,0,5,3.4,30
0,0,35,3.4,30
0,0,17,3.4,30
0,0,7,3.4,30
0,0,36,3.4,30
0,0,46,3.4,30
0,0,29,3.184418356,10
0,1,15,3.184418356,5
0,1,27,3.184418356,5
0,9,29,3.184418356,2
0,9,10,3.184418356,2
0,0,29,4.3,649
0,0,7,2.8,70
0,0,15,2.8,70
0,9,10,4,21
0,9,29,4,21
0,9,5,4,21
0,9,28,4,21
0,9,15,4,21
0,6,7,3.184418356,10
0,6,15,3.184418356,10
0,6,10,3.184418356,10
0,6,5,3.184418356,10
0,11,15,3.7,15
0,11,19,3.7,15
0,11,5,3.7,15
0,11,15,3.6,53
0,9,12,3.184418356,18
0,9,29,3.184418356,18
0,9,10,3.184418356,18
0,9,15,3.184418356,18
0,9,2,3.184418356,18
0,9,38,3.184418356,18
0,9,29,3.4,228
0,9,10,3.4,228
0,9,15,3.4,228
0,9,37,3.4,228
0,3,29,3.184418356,19
0,0,29,3.9,26
0,0,10,3.9,26
0,0,28,3.9,26
0,5,10,4,12
0,5,29,4,12
0,5,15,4,12
0,0,29,4,20
0,0,10,4,20
0,5,12,3.4,608
0,5,10,3.4,608
0,5,6,3.4,608
0,5,36,3.4,608
0,5,7,3.4,608
0,5,29,3.4,608
0,5,33,3.4,608
0,5,19,3.4,608
0,5,29,3.9,71
0,5,10,3.9,71
0,5,20,3.9,71
0,5,15,3.9,71
0,5,16,3.9,71
0,5,34,3.9,71
0,5,38,3.9,71
0,9,29,4.2,11000
0,9,28,4.2,11000
0,9,34,4.2,11000
0,7,24,4.1,177
0,5,29,3.8,13000
0,5,10,3.8,13000
0,5,15,3.8,13000
0,9,40,4.1,2836
0,9,40,4.3,219
0,9,40,4.4,1343
0,11,29,3.9,7181
0,11,15,3.9,7181
0,11,27,3.9,7181
0,11,10,3.9,7181
0,11,5,3.9,7181
0,5,27,4,836
0,5,36,4,836
0,5,5,4,836
0,5,10,4.2,384
0,9,35,4.1,529
0,9,15,4.1,529
0,9,5,4.1,529
0,4,10,4.2,788
0,4,15,4.2,788
0,0,10,4.3,2111
0,0,29,4.3,2111
0,0,39,4.3,2111
0,0,15,4.3,2111
0,7,29,3.7,124
0,7,10,3.7,124
0,9,33,4.4,43
0,9,36,4.4,43
0,9,15,4.4,43
0,9,7,4.4,43
0,9,46,4.4,43
0,7,29,3.5,27
0,7,10,3.5,27
0,7,23,3.5,27
0,7,28,3.5,27
0,11,10,3.7,12000
0,11,5,3.7,12000
0,11,7,3.7,12000
0,11,20,3.7,12000
0,11,33,3.7,12000
0,8,6,3.184418356,10
0,8,24,3.184418356,10
0,8,29,3.184418356,10
0,8,19,4.6,104
0,8,13,4.6,104
0,9,34,4,28
0,9,15,4,28
0,5,5,3.8,503
0,5,12,3.8,503
0,5,25,3.8,503
0,5,15,3.8,503
0,5,13,3.8,503
0,9,7,4.5,136
0,9,36,4.5,136
0,9,15,4.5,136
0,0,40,4,40
0,1,29,4,23
0,6,29,3.3,22
0,6,5,3.3,22
0,0,29,3.7,9445
0,0,10,3.7,9445
0,0,28,3.7,9445
0,6,15,3.7,28
0,6,20,3.7,28
0,6,33,3.7,28
0,6,5,3.7,28
0,6,29,4,18
0,9,15,4.1,88
0,9,10,4.1,88
0,9,29,4.1,88
0,0,4,4,20
0,0,15,4,20
0,9,15,4,1264
0,9,36,4,1264
0,9,7,4,1264
0,9,33,4,1264
0,9,5,4,1264
0,9,15,4,283
0,9,29,4,283
0,11,40,3.184418356,2
0,11,19,3.184418356,2
0,0,15,3.184418356,3
0,0,5,3.184418356,3
0,0,33,3.184418356,3
0,0,36,3.184418356,3
0,0,7,3.184418356,3
0,9,4,3.184418356,5
0,9,15,3.184418356,5
0,11,29,3.4,18
0,11,10,3.4,18
0,11,23,3.4,18
0,11,28,3.4,18
0,11,6,3.4,18
0,11,15,3.4,18
0,11,5,3.4,18
0,11,29,3.8,96
0,11,15,3.8,96
0,11,10,3.8,96
0,11,5,3.8,96
0,11,36,3.4,48
0,11,7,3.4,48
0,11,5,3.4,48
0,11,29,3.4,48
0,11,6,3.4,48
0,11,10,3.4,48
0,9,7,3.184418356,0
0,9,15,3.184418356,0
0,9,5,3.184418356,0
0,9,15,3.184418356,0
0,9,10,3.184418356,0
0,7,29,4.5,94
0,7,28,4.5,94
0,9,29,3.184418356,2
0,9,29,4,435
0,9,6,4,435
0,9,10,4,435
0,9,35,4,435
0,9,20,4,435
0,9,13,4,435
0,9,19,4,435
0,9,5,4,435
0,0,15,2.7,16
0,0,10,2.7,16
0,0,20,2.7,16
0,0,29,2.7,16
0,0,35,2.7,16
0,2,29,3.184418356,14
0,2,40,3.184418356,14
0,2,15,3.184418356,14
0,0,29,4.6,116
0,0,15,4.6,116
0,0,34,4.6,116
0,8,33,3.184418356,0
0,8,15,3.184418356,0
0,8,29,3.184418356,0
0,8,5,3.184418356,0
0,11,39,3.4,25
0,9,40,3.184418356,14
0,9,15,3.184418356,14
0,4,15,3.184418356,0
0,4,33,3.184418356,0
0,4,5,3.184418356,0
0,0,15,3.184418356,4
0,5,20,3.184418356,2
0,5,15,3.184418356,2
0,11,15,4,19
0,7,29,3.184418356,4
0,7,10,3.184418356,4
0,7,28,3.184418356,4
0,7,34,3.184418356,4
0,2,29,3.184418356,13
0,11,29,3.184418356,7
0,11,15,3.184418356,7
0,5,15,3.5,86
0,5,7,3.5,86
0,5,5,3.5,86
0,5,38,3.5,86
0,11,29,3.184418356,1
0,11,27,3.184418356,1
0,11,10,3.184418356,1
0,0,29,3.6,22
0,0,34,3.6,22
0,2,13,3.184418356,9
0,5,29,3.184418356,0
0,5,29,3.184418356,0
0,6,10,3.184418356,8
0,6,15,3.184418356,8
0,5,29,3.184418356,0
0,0,15,3.184418356,2
0,7,29,3.6,24
0,5,27,3.184418356,5
0,5,34,3.184418356,5
0,5,29,3.184418356,5
0,5,33,3.184418356,1
0,5,11,3.184418356,1
0,5,38,3.184418356,1
0,1,15,3.184418356,5
0,1,10,3.184418356,5
0,1,7,3.184418356,5
0,1,36,3.184418356,5
0,1,29,3.184418356,5
0,7,36,3.184418356,12
0,7,7,3.184418356,12
0,7,1,3.184418356,12
0,7,15,3.184418356,12
0,7,46,3.184418356,12
0,7,5,3.184418356,12
0,7,10,3.184418356,12
0,4,29,3.184418356,5
0,7,29,3.184418356,3
0,7,10,3.184418356,3
0,7,28,3.184418356,3
0,7,29,3.9,59
0,9,39,3.184418356,0
0,0,29,3.184418356,0
0,3,29,3.184418356,4
0,3,15,3.184418356,4
0,9,29,3.184418356,15
0,2,15,3.184418356,1
0,2,33,3.184418356,1
0,1,29,3.184418356,1
0,0,15,3.6,39
0,0,40,3.6,39
0,6,29,4.3,75
0,6,10,4.3,75
0,6,15,4.3,75
0,6,12,4.3,75
0,6,38,4.3,75
0,5,10,3.8,138
0,7,10,3.9,10000
0,7,29,3.9,10000
0,7,15,3.9,10000
0,0,29,4,6547
0,0,6,4,6547
0,0,10,4,6547
0,0,37,4,6547
0,7,29,3.9,1203
0,7,10,3.9,1203
0,7,23,3.9,1203
0,7,28,3.9,1203
0,9,7,3.7,1015
0,9,15,3.7,1015
0,0,7,4.4,367
0,0,15,4.4,367
0,0,7,4.2,256
0,0,29,4.2,256
0,0,15,3.184418356,2
0,0,7,3.184418356,2
0,8,15,3.184418356,0
0,9,12,3.8,36
0,9,29,3.8,36
0,9,28,3.8,36
0,9,10,3.8,36
0,9,38,3.8,36
0,9,15,4.2,668
0,9,32,4.2,668
0,9,34,4.2,668
0,9,7,4.2,668
0,9,17,4.2,668
0,9,36,4.2,668
0,9,5,4.2,668
0,9,38,4.2,668
0,0,29,4,370
0,0,10,4,370
0,0,28,4,370
0,0,23,4,370
0,0,5,4,370
0,0,29,3.9,264
0,0,15,4.1,549
0,0,10,4.1,549
0,0,34,4.1,549
0,0,7,4.1,549
0,0,33,4.1,549
0,9,29,4,20
0,9,29,3.5,388
0,9,28,3.5,388
0,9,34,4.1,97
0,9,29,4.1,97
0,9,7,4.4,321
0,9,10,4.4,321
